student_id,date,snack_type,quantity
S015,2024-10-14 17:10:14.193028,Chips,1
S015,2024-10-15 17:10:14.193028,Chips,4
S015,2024-10-16 17:10:14.193028,Chips,1
S015,2024-10-17 17:10:14.193028,Chips,5
S016,2024-10-11 17:10:14.193028,Chips,3
S016,2024-10-12 17:10:14.193028,Chips,3
S016,2024-10-13 17:10:14.193028,Chips,1
S016,2024-10-14 17:10:14.193028,Chips,4
S016,2024-10-15 17:10:14.193028,Chips,4
S016,2024-10-16 17:10:14.193028,Chips,5
S016,2024-10-17 17:10:14.193028,Chips,1
S017,2024-10-11 17:10:14.193028,Chocolate,3
S017,2024-10-12 17:10:14.193028,Chocolate,4
S017,2024-10-13 17:10:14.193028,Chocolate,1
S017,2024-10-14 17:10:14.193028,Chocolate,4
S017,2024-10-15 17:10:14.193028,Chocolate,4
S017,2024-10-16 17:10:14.193028,Chocolate,3
S017,2024-10-17 17:10:14.193028,Chocolate,2
S018,2024-10-11 17:10:14.193028,Chips,5
S018,2024-10-12 17:10:14.193028,Chips,5
S018,2024-10-13 17:10:14.193028,Chips,3
S018,2024-10-14 17:10:14.193028,Chips,4
S018,2024-10-15 17:10:14.193028,Chips,1
S018,2024-10-16 17:10:14.193028,Chips,4
S018,2024-10-17 17:10:14.193028,Chips,3
S019,2024-10-11 17:10:14.193028,Chocolate,5
S019,2024-10-12 17:10:14.193028,Chocolate,4
S019,2024-10-13 17:10:14.193028,Chocolate,5
S019,2024-10-14 17:10:14.193028,Chocolate,1
S019,2024-10-15 17:10:14.193028,Chocolate,5
S019,2024-10-16 17:10:14.193028,Chocolate,5
S019,2024-10-17 17:10:14.193028,Chocolate,2
S020,2024-10-11 17:10:14.193028,Nuts,2
S020,2024-10-12 17:10:14.193028,Nuts,2
S020,2024-10-13 17:10:14.193028,Nuts,5
S020,2024-10-14 17:10:14.193028,Nuts,3
S020,2024-10-15 17:10:14.193028,Nuts,5
S020,2024-10-16 17:10:14.193028,Nuts,3
S020,2024-10-17 17:10:14.193028,Nuts,3
S021,2024-10-11 17:10:14.193028,Pizza,2
S021,2024-10-12 17:10:14.193028,Pizza,4
S021,2024-10-13 17:10:14.193028,Pizza,1
S021,2024-10-14 17:10:14.193028,Pizza,2
S021,2024-10-15 17:10:14.193028,Pizza,2
S021,2024-10-16 17:10:14.193028,Pizza,4
S021,2024-10-17 17:10:14.193028,Pizza,1
S022,2024-10-11 17:10:14.193028,Fruit,5
S022,2024-10-12 17:10:14.193028,Fruit,5
S022,2024-10-13 17:10:14.193028,Fruit,2
S022,2024-10-14 17:10:14.193028,Fruit,1
S022,2024-10-15 17:10:14.193028,Fruit,2
S022,2024-10-16 17:10:14.193028,Fruit,3
S022,2024-10-17 17:10:14.193028,Fruit,2
S023,2024-10-11 17:10:14.193028,Pizza,2
S023,2024-10-12 17:10:14.193028,Pizza,5
S023,2024-10-13 17:10:14.193028,Pizza,5
S023,2024-10-14 17:10:14.193028,Pizza,5
S023,2024-10-15 17:10:14.193028,Pizza,3
S023,2024-10-16 17:10:14.193028,Pizza,5
S023,2024-10-17 17:10:14.193028,Pizza,1
S024,2024-10-11 17:10:14.193028,Pizza,4
S024,2024-10-12 17:10:14.193028,Pizza,1
S024,2024-10-13 17:10:14.193028,Pizza,1
S024,2024-10-14 17:10:14.193028,Pizza,5
S024,2024-10-15 17:10:14.193028,Pizza,4
S024,2024-10-16 17:10:14.193028,Pizza,4
S024,2024-10-17 17:10:14.193028,Pizza,4
S025,2024-10-11 17:10:14.193028,Chips,3
S025,2024-10-12 17:10:14.193028,Chips,5
S025,2024-10-13 17:10:14.193028,Chips,4
S025,2024-10-14 17:10:14.193028,Chips,3
S025,2024-10-15 17:10:14.193028,Chips,2
S025,2024-10-16 17:10:14.193028,Chips,2
S025,2024-10-17 17:10:14.193028,Chips,3
S026,2024-10-11 17:10:14.193028,Fruit,3
S026,2024-10-12 17:10:14.193028,Fruit,5
S026,2024-10-13 17:10:14.193028,Fruit,5
S026,2024-10-14 17:10:14.193028,Fruit,2
S026,2024-10-15 17:10:14.193028,Fruit,4
S026,2024-10-16 17:10:14.193028,Fruit,2
S026,2024-10-17 17:10:14.193028,Fruit,4
S027,2024-10-11 17:10:14.193028,Fruit,4
S027,2024-10-12 17:10:14.193028,Fruit,5
S027,2024-10-13 17:10:14.193028,Fruit,1
S027,2024-10-14 17:10:14.193028,Fruit,1
S027,2024-10-15 17:10:14.193028,Fruit,3
S027,2024-10-16 17:10:14.193028,Fruit,5
S027,2024-10-17 17:10:14.193028,Fruit,4
S028,2024-10-11 17:10:14.193028,Pizza,1
S028,2024-10-12 17:10:14.193028,Pizza,4
S028,2024-10-13 17:10:14.193028,Pizza,1
S028,2024-10-14 17:10:14.193028,Pizza,1
S028,2024-10-15 17:10:14.193028,Pizza,1
S028,2024-10-16 17:10:14.193028,Pizza,5
S028,2024-10-17 17:10:14.193028,Pizza,2
S029,2024-10-11 17:10:14.193028,Pizza,4
S029,2024-10-12 17:10:14.193028,Pizza,5
S029,2024-10-13 17:10:14.193028,Pizza,5
S029,2024-10-14 17:10:14.193028,Pizza,5
S029,2024-10-15 17:10:14.193028,Pizza,5
S029,2024-10-16 17:10:14.193028,Pizza,5
S029,2024-10-17 17:10:14.193028,Pizza,3
S030,2024-10-11 17:10:14.193028,Chocolate,4
S030,2024-10-12 17:10:14.193028,Chocolate,5
S030,2024-10-13 17:10:14.193028,Chocolate,4
S030,2024-10-14 17:10:14.193028,Chocolate,3
S030,2024-10-15 17:10:14.193028,Chocolate,3
S030,2024-10-16 17:10:14.193028,Chocolate,4
S030,2024-10-17 17:10:14.193028,Chocolate,1
S031,2024-10-11 17:10:14.193028,Chocolate,2
S031,2024-10-12 17:10:14.193028,Chocolate,1
S031,2024-10-13 17:10:14.193028,Chocolate,1
S031,2024-10-14 17:10:14.193028,Chocolate,1
S031,2024-10-15 17:10:14.193028,Chocolate,5
S031,2024-10-16 17:10:14.193028,Chocolate,3
S031,2024-10-17 17:10:14.193028,Chocolate,1
S032,2024-10-11 17:10:14.193028,Nuts,3
S032,2024-10-12 17:10:14.193028,Nuts,4
S032,2024-10-13 17:10:14.193028,Nuts,2
S032,2024-10-14 17:10:14.193028,Nuts,4
S032,2024-10-15 17:10:14.193028,Nuts,4
S032,2024-10-16 17:10:14.193028,Nuts,5
S032,2024-10-17 17:10:14.193028,Nuts,2
S033,2024-10-11 17:10:14.193028,Nuts,4
S033,2024-10-12 17:10:14.193028,Nuts,4
S033,2024-10-13 17:10:14.193028,Nuts,2
S033,2024-10-14 17:10:14.193028,Nuts,2
S033,2024-10-15 17:10:14.193028,Nuts,4
S033,2024-10-16 17:10:14.193028,Nuts,2
S033,2024-10-17 17:10:14.193028,Nuts,4
S034,2024-10-11 17:10:14.193028,Chocolate,4
S034,2024-10-12 17:10:14.193028,Chocolate,5
S034,2024-10-13 17:10:14.193028,Chocolate,1
S034,2024-10-14 17:10:14.193028,Chocolate,4
S034,2024-10-15 17:10:14.193028,Chocolate,3
S034,2024-10-16 17:10:14.193028,Chocolate,1
S034,2024-10-17 17:10:14.193028,Chocolate,1
S035,2024-10-11 17:10:14.193028,Nuts,1
S035,2024-10-12 17:10:14.193028,Nuts,5
S035,2024-10-13 17:10:14.193028,Nuts,4
S035,2024-10-14 17:10:14.193028,Nuts,5
S035,2024-10-15 17:10:14.193028,Nuts,4
S035,2024-10-16 17:10:14.193028,Nuts,5
S035,2024-10-17 17:10:14.193028,Nuts,5
S036,2024-10-11 17:10:14.193028,Chocolate,3
S036,2024-10-12 17:10:14.193028,Chocolate,5
S036,2024-10-13 17:10:14.193028,Chocolate,2
S036,2024-10-14 17:10:14.193028,Chocolate,3
S036,2024-10-15 17:10:14.193028,Chocolate,5
S036,2024-10-16 17:10:14.193028,Chocolate,1
S036,2024-10-17 17:10:14.193028,Chocolate,2
S037,2024-10-11 17:10:14.193028,Chips,2
S037,2024-10-12 17:10:14.193028,Chips,2
S037,2024-10-13 17:10:14.193028,Chips,3
S037,2024-10-14 17:10:14.193028,Chips,5
S037,2024-10-15 17:10:14.193028,Chips,5
S037,2024-10-16 17:10:14.193028,Chips,1
S037,2024-10-17 17:10:14.193028,Chips,1
S038,2024-10-11 17:10:14.193028,Pizza,2
S038,2024-10-12 17:10:14.193028,Pizza,1
S038,2024-10-13 17:10:14.193028,Pizza,3
S038,2024-10-14 17:10:14.193028,Pizza,5
S038,2024-10-15 17:10:14.193028,Pizza,2
S038,2024-10-16 17:10:14.193028,Pizza,1
S038,2024-10-17 17:10:14.193028,Pizza,3
S039,2024-10-11 17:10:14.193028,Chocolate,3
S039,2024-10-12 17:10:14.193028,Chocolate,1
S039,2024-10-13 17:10:14.193028,Chocolate,5
S039,2024-10-14 17:10:14.193028,Chocolate,1
S039,2024-10-15 17:10:14.193028,Chocolate,2
S039,2024-10-16 17:10:14.193028,Chocolate,1
S039,2024-10-17 17:10:14.193028,Chocolate,3
S040,2024-10-11 17:10:14.193028,Pizza,1
S040,2024-10-12 17:10:14.193028,Pizza,5
S040,2024-10-13 17:10:14.193028,Pizza,4
S040,2024-10-14 17:10:14.193028,Pizza,1
S040,2024-10-15 17:10:14.193028,Pizza,5
S040,2024-10-16 17:10:14.193028,Pizza,5
S040,2024-10-17 17:10:14.193028,Pizza,3
S041,2024-10-11 17:10:14.193028,Chips,5
S041,2024-10-12 17:10:14.193028,Chips,5
S041,2024-10-13 17:10:14.193028,Chips,5
S041,2024-10-14 17:10:14.193028,Chips,5
S041,2024-10-15 17:10:14.193028,Chips,2
S041,2024-10-16 17:10:14.193028,Chips,2
S041,2024-10-17 17:10:14.193028,Chips,3
S042,2024-10-11 17:10:14.193028,Pizza,1
S042,2024-10-12 17:10:14.193028,Pizza,5
S042,2024-10-13 17:10:14.193028,Pizza,1
S042,2024-10-14 17:10:14.193028,Pizza,1
S042,2024-10-15 17:10:14.193028,Pizza,3
S042,2024-10-16 17:10:14.193028,Pizza,5
S042,2024-10-17 17:10:14.193028,Pizza,5
S043,2024-10-11 17:10:14.193028,Chips,4
S043,2024-10-12 17:10:14.193028,Chips,1
S043,2024-10-13 17:10:14.193028,Chips,1
S043,2024-10-14 17:10:14.193028,Chips,2
S043,2024-10-15 17:10:14.193028,Chips,4
S043,2024-10-16 17:10:14.193028,Chips,2
S043,2024-10-17 17:10:14.193028,Chips,2
S044,2024-10-11 17:10:14.193028,Fruit,2
S044,2024-10-12 17:10:14.193028,Fruit,3
S044,2024-10-13 17:10:14.193028,Fruit,3
S044,2024-10-14 17:10:14.193028,Fruit,2
S044,2024-10-15 17:10:14.193028,Fruit,4
S044,2024-10-16 17:10:14.193028,Fruit,1
S044,2024-10-17 17:10:14.193028,Fruit,4
S045,2024-10-11 17:10:14.193028,Fruit,5
S045,2024-10-12 17:10:14.193028,Fruit,3
S045,2024-10-13 17:10:14.193028,Fruit,1
S045,2024-10-14 17:10:14.193028,Fruit,1
S045,2024-10-15 17:10:14.193028,Fruit,5
S045,2024-10-16 17:10:14.193028,Fruit,5
S045,2024-10-17 17:10:14.193028,Fruit,2
S046,2024-10-11 17:10:14.193028,Nuts,3
S046,2024-10-12 17:10:14.193028,Nuts,3
S046,2024-10-13 17:10:14.193028,Nuts,4
S046,2024-10-14 17:10:14.193028,Nuts,2
S046,2024-10-15 17:10:14.193028,Nuts,2
S046,2024-10-16 17:10:14.193028,Nuts,2
S046,2024-10-17 17:10:14.193028,Nuts,2
S047,2024-10-11 17:10:14.193028,Chips,3
S047,2024-10-12 17:10:14.193028,Chips,3
S047,2024-10-13 17:10:14.193028,Chips,2
S047,2024-10-14 17:10:14.193028,Chips,4
S047,2024-10-15 17:10:14.193028,Chips,1
S047,2024-10-16 17:10:14.193028,Chips,1
S047,2024-10-17 17:10:14.193028,Chips,4
S048,2024-10-11 17:10:14.193028,Fruit,2
S048,2024-10-12 17:10:14.193028,Fruit,3
S048,2024-10-13 17:10:14.193028,Fruit,1
S048,2024-10-14 17:10:14.193028,Fruit,5
S048,2024-10-15 17:10:14.193028,Fruit,5
S048,2024-10-16 17:10:14.193028,Fruit,4
S048,2024-10-17 17:10:14.193028,Fruit,2
S049,2024-10-11 17:10:14.193028,Chocolate,1
S049,2024-10-12 17:10:14.193028,Chocolate,2
S049,2024-10-13 17:10:14.193028,Chocolate,1
S049,2024-10-14 17:10:14.193028,Chocolate,4
S049,2024-10-15 17:10:14.193028,Chocolate,4
S049,2024-10-16 17:10:14.193028,Chocolate,5
S049,2024-10-17 17:10:14.193028,Chocolate,2
S050,2024-10-11 17:10:14.193028,Pizza,5
S050,2024-10-12 17:10:14.193028,Pizza,2
S050,2024-10-13 17:10:14.193028,Pizza,5
S050,2024-10-14 17:10:14.193028,Pizza,3
S050,2024-10-15 17:10:14.193028,Pizza,3
S050,2024-10-16 17:10:14.193028,Pizza,3
S050,2024-10-17 17:10:14.193028,Pizza,3
S051,2024-10-11 17:10:14.193028,Fruit,1
S051,2024-10-12 17:10:14.193028,Fruit,3
S051,2024-10-13 17:10:14.193028,Fruit,4
S051,2024-10-14 17:10:14.193028,Fruit,4
S051,2024-10-15 17:10:14.193028,Fruit,1
S051,2024-10-16 17:10:14.193028,Fruit,3
S051,2024-10-17 17:10:14.193028,Fruit,3
S052,2024-10-11 17:10:14.193028,Fruit,3
S052,2024-10-12 17:10:14.193028,Fruit,5
S052,2024-10-13 17:10:14.193028,Fruit,2
S052,2024-10-14 17:10:14.193028,Fruit,5
S052,2024-10-15 17:10:14.193028,Fruit,2
S052,2024-10-16 17:10:14.193028,Fruit,3
S052,2024-10-17 17:10:14.193028,Fruit,3
S053,2024-10-11 17:10:14.193028,Chocolate,5
S053,2024-10-12 17:10:14.193028,Chocolate,5
S053,2024-10-13 17:10:14.193028,Chocolate,2
S053,2024-10-14 17:10:14.193028,Chocolate,4
S053,2024-10-15 17:10:14.193028,Chocolate,2
S053,2024-10-16 17:10:14.193028,Chocolate,5
S053,2024-10-17 17:10:14.193028,Chocolate,5
S054,2024-10-11 17:10:14.193028,Pizza,1
S054,2024-10-12 17:10:14.193028,Pizza,5
S054,2024-10-13 17:10:14.193028,Pizza,1
S054,2024-10-14 17:10:14.193028,Pizza,4
S054,2024-10-15 17:10:14.193028,Pizza,2
S054,2024-10-16 17:10:14.193028,Pizza,2
S054,2024-10-17 17:10:14.193028,Pizza,1
S055,2024-10-11 17:10:14.193028,Pizza,2
S055,2024-10-12 17:10:14.193028,Pizza,5
S055,2024-10-13 17:10:14.193028,Pizza,3
S055,2024-10-14 17:10:14.193028,Pizza,1
S055,2024-10-15 17:10:14.193028,Pizza,2
S055,2024-10-16 17:10:14.193028,Pizza,1
S055,2024-10-17 17:10:14.193028,Pizza,1
S056,2024-10-11 17:10:14.193028,Chips,3
S056,2024-10-12 17:10:14.193028,Chips,5
S056,2024-10-13 17:10:14.193028,Chips,1
S056,2024-10-14 17:10:14.193028,Chips,2
S056,2024-10-15 17:10:14.193028,Chips,4
S056,2024-10-16 17:10:14.193028,Chips,1
S056,2024-10-17 17:10:14.193028,Chips,1
S057,2024-10-11 17:10:14.193028,Fruit,3
S057,2024-10-12 17:10:14.193028,Fruit,5
S057,2024-10-13 17:10:14.193028,Fruit,4
S057,2024-10-14 17:10:14.193028,Fruit,2
S057,2024-10-15 17:10:14.193028,Fruit,4
S057,2024-10-16 17:10:14.193028,Fruit,2
S057,2024-10-17 17:10:14.193028,Fruit,5
S058,2024-10-11 17:10:14.193028,Chocolate,2
S058,2024-10-12 17:10:14.193028,Chocolate,3
S058,2024-10-13 17:10:14.193028,Chocolate,3
S058,2024-10-14 17:10:14.193028,Chocolate,3
S058,2024-10-15 17:10:14.193028,Chocolate,3
S058,2024-10-16 17:10:14.193028,Chocolate,4
S058,2024-10-17 17:10:14.193028,Chocolate,5
S059,2024-10-11 17:10:14.193028,Chocolate,2
S059,2024-10-12 17:10:14.193028,Chocolate,2
S059,2024-10-13 17:10:14.193028,Chocolate,3
S059,2024-10-14 17:10:14.193028,Chocolate,3
S059,2024-10-15 17:10:14.193028,Chocolate,1
S059,2024-10-16 17:10:14.193028,Chocolate,5
S059,2024-10-17 17:10:14.193028,Chocolate,4
S060,2024-10-11 17:10:14.193028,Pizza,2
S060,2024-10-12 17:10:14.193028,Pizza,1
S060,2024-10-13 17:10:14.193028,Pizza,1
S060,2024-10-14 17:10:14.193028,Pizza,2
S060,2024-10-15 17:10:14.193028,Pizza,4
S060,2024-10-16 17:10:14.193028,Pizza,1
S060,2024-10-17 17:10:14.193028,Pizza,1
S061,2024-10-11 17:10:14.193028,Pizza,5
S061,2024-10-12 17:10:14.193028,Pizza,4
S061,2024-10-13 17:10:14.193028,Pizza,1
S061,2024-10-14 17:10:14.193028,Pizza,4
S061,2024-10-15 17:10:14.193028,Pizza,2
S061,2024-10-16 17:10:14.193028,Pizza,3
S061,2024-10-17 17:10:14.193028,Pizza,1
S062,2024-10-11 17:10:14.193028,Chocolate,5
S062,2024-10-12 17:10:14.193028,Chocolate,2
S062,2024-10-13 17:10:14.193028,Chocolate,4
S062,2024-10-14 17:10:14.193028,Chocolate,2
S062,2024-10-15 17:10:14.193028,Chocolate,1
S062,2024-10-16 17:10:14.193028,Chocolate,4
S062,2024-10-17 17:10:14.193028,Chocolate,3
S063,2024-10-11 17:10:14.193028,Pizza,2
S063,2024-10-12 17:10:14.193028,Pizza,1
S063,2024-10-13 17:10:14.193028,Pizza,5
S063,2024-10-14 17:10:14.193028,Pizza,4
S063,2024-10-15 17:10:14.193028,Pizza,2
S063,2024-10-16 17:10:14.193028,Pizza,2
S063,2024-10-17 17:10:14.193028,Pizza,3
S064,2024-10-11 17:10:14.193028,Chips,3
S064,2024-10-12 17:10:14.193028,Chips,5
S064,2024-10-13 17:10:14.193028,Chips,5
S064,2024-10-14 17:10:14.193028,Chips,1
S064,2024-10-15 17:10:14.193028,Chips,1
S064,2024-10-16 17:10:14.193028,Chips,5
S064,2024-10-17 17:10:14.193028,Chips,5
S065,2024-10-11 17:10:14.193028,Pizza,4
S065,2024-10-12 17:10:14.193028,Pizza,3
S065,2024-10-13 17:10:14.193028,Pizza,1
S065,2024-10-14 17:10:14.193028,Pizza,3
S065,2024-10-15 17:10:14.193028,Pizza,3
S065,2024-10-16 17:10:14.193028,Pizza,5
S065,2024-10-17 17:10:14.193028,Pizza,4
S066,2024-10-11 17:10:14.193028,Nuts,2
S066,2024-10-12 17:10:14.193028,Nuts,4
S066,2024-10-13 17:10:14.193028,Nuts,4
S066,2024-10-14 17:10:14.193028,Nuts,3
S066,2024-10-15 17:10:14.193028,Nuts,4
S066,2024-10-16 17:10:14.193028,Nuts,1
S066,2024-10-17 17:10:14.193028,Nuts,3
S067,2024-10-11 17:10:14.193028,Pizza,1
S067,2024-10-12 17:10:14.193028,Pizza,2
S067,2024-10-13 17:10:14.193028,Pizza,3
S067,2024-10-14 17:10:14.193028,Pizza,2
S067,2024-10-15 17:10:14.193028,Pizza,3
S067,2024-10-16 17:10:14.193028,Pizza,5
S067,2024-10-17 17:10:14.193028,Pizza,4
S068,2024-10-11 17:10:14.193028,Fruit,5
S068,2024-10-12 17:10:14.193028,Fruit,2
S068,2024-10-13 17:10:14.193028,Fruit,4
S068,2024-10-14 17:10:14.193028,Fruit,3
S068,2024-10-15 17:10:14.193028,Fruit,4
S068,2024-10-16 17:10:14.193028,Fruit,1
S068,2024-10-17 17:10:14.193028,Fruit,4
S069,2024-10-11 17:10:14.193028,Fruit,1
S069,2024-10-12 17:10:14.193028,Fruit,4
S069,2024-10-13 17:10:14.193028,Fruit,1
S069,2024-10-14 17:10:14.193028,Fruit,2
S069,2024-10-15 17:10:14.193028,Fruit,5
S069,2024-10-16 17:10:14.193028,Fruit,3
S069,2024-10-17 17:10:14.193028,Fruit,4
S070,2024-10-11 17:10:14.193028,Chips,5
S070,2024-10-12 17:10:14.193028,Chips,3
S070,2024-10-13 17:10:14.193028,Chips,3
S070,2024-10-14 17:10:14.193028,Chips,1
S070,2024-10-15 17:10:14.193028,Chips,2
S070,2024-10-16 17:10:14.193028,Chips,2
S070,2024-10-17 17:10:14.193028,Chips,5
S071,2024-10-11 17:10:14.193028,Pizza,2
S071,2024-10-12 17:10:14.193028,Pizza,4
S071,2024-10-13 17:10:14.193028,Pizza,2
S071,2024-10-14 17:10:14.193028,Pizza,5
S071,2024-10-15 17:10:14.193028,Pizza,2
S071,2024-10-16 17:10:14.193028,Pizza,4
S071,2024-10-17 17:10:14.193028,Pizza,1
S072,2024-10-11 17:10:14.193028,Chocolate,5
S072,2024-10-12 17:10:14.193028,Chocolate,1
S072,2024-10-13 17:10:14.193028,Chocolate,1
S072,2024-10-14 17:10:14.193028,Chocolate,1
S072,2024-10-15 17:10:14.193028,Chocolate,3
S072,2024-10-16 17:10:14.193028,Chocolate,3
S072,2024-10-17 17:10:14.193028,Chocolate,1
S073,2024-10-11 17:10:14.193028,Chocolate,5
S073,2024-10-12 17:10:14.193028,Chocolate,4
S073,2024-10-13 17:10:14.193028,Chocolate,4
S073,2024-10-14 17:10:14.193028,Chocolate,2
S073,2024-10-15 17:10:14.193028,Chocolate,5
S073,2024-10-16 17:10:14.193028,Chocolate,3
S073,2024-10-17 17:10:14.193028,Chocolate,1
S074,2024-10-11 17:10:14.193028,Fruit,2
S074,2024-10-12 17:10:14.193028,Fruit,4
S074,2024-10-13 17:10:14.193028,Fruit,3
S074,2024-10-14 17:10:14.193028,Fruit,3
S074,2024-10-15 17:10:14.193028,Fruit,1
S074,2024-10-16 17:10:14.193028,Fruit,4
S074,2024-10-17 17:10:14.193028,Fruit,5
S075,2024-10-11 17:10:14.193028,Pizza,3
S075,2024-10-12 17:10:14.193028,Pizza,1
S075,2024-10-13 17:10:14.193028,Pizza,5
S075,2024-10-14 17:10:14.193028,Pizza,4
S075,2024-10-15 17:10:14.193028,Pizza,3
S075,2024-10-16 17:10:14.193028,Pizza,5
S075,2024-10-17 17:10:14.193028,Pizza,5
S076,2024-10-11 17:10:14.193028,Chocolate,5
S076,2024-10-12 17:10:14.193028,Chocolate,3
S076,2024-10-13 17:10:14.193028,Chocolate,3
S076,2024-10-14 17:10:14.193028,Chocolate,2
S076,2024-10-15 17:10:14.193028,Chocolate,4
S076,2024-10-16 17:10:14.193028,Chocolate,1
S076,2024-10-17 17:10:14.193028,Chocolate,5
S077,2024-10-11 17:10:14.193028,Nuts,2
S077,2024-10-12 17:10:14.193028,Nuts,1
S077,2024-10-13 17:10:14.193028,Nuts,2
S077,2024-10-14 17:10:14.193028,Nuts,3
